File ID,File Name,Run Metadata ID,Study Name,PDC Study ID,PDC Study Version,Study ID,Project Name,Data Category,File Type,Access,File Size (in bytes),Md5sum,Downloadable,File Download Link
"254b0175-f1f8-11e9-9a07-0a80fada099c","Glyco_FN01_N111T112_180min_C1_092713.raw","NCC_N111T112_Glycoproteome_KU_20150109","Proteogenomics of Gastric Cancer - Glycoproteome","PDC000216","1","e386c6b6-693a-11ea-b1fd-0aad30af8a83","Human Early-Onset Gastric Cancer - Korea University","Raw Mass Spectra","Proprietary","Open","2146173622","a2934d6ac19d9a7c3cdd0a1ffb220087","Yes","https://pdcdatastore.s3.amazonaws.com/raw-files/10/29/Glyco_FN01_N111T112_180min_C1_092713.raw?AWSAccessKeyId=AKIAQPWI5WIU5JVNO7OU&Expires=1724833901&Signature=a%2FJx9R6WlHwf7PU8lSboJ8UVMys%3D"
"254b04cc-f1f8-11e9-9a07-0a80fada099c","Glyco_FN01_N115T116_180min_C1_030914.raw","NCC_N115T116_Glycoproteome_KU_20150109","Proteogenomics of Gastric Cancer - Glycoproteome","PDC000216","1","e386c6b6-693a-11ea-b1fd-0aad30af8a83","Human Early-Onset Gastric Cancer - Korea University","Raw Mass Spectra","Proprietary","Open","1204933356","82d889df1bf5ef4e33c233d74dead572","Yes","https://pdcdatastore.s3.amazonaws.com/raw-files/10/29/Glyco_FN01_N115T116_180min_C1_030914.raw?AWSAccessKeyId=AKIAQPWI5WIU5JVNO7OU&Expires=1724833901&Signature=QJt1PUZtgBujcJkoPEzfwuSL9Xo%3D"
"254b05b1-f1f8-11e9-9a07-0a80fada099c","Glyco_FN01_N117T118_180min_C2_093013.raw","NCC_N117T118_Glycoproteome_KU_20150109","Proteogenomics of Gastric Cancer - Glycoproteome","PDC000216","1","e386c6b6-693a-11ea-b1fd-0aad30af8a83","Human Early-Onset Gastric Cancer - Korea University","Raw Mass Spectra","Proprietary","Open","3015284216","47c6dcabec7c9de01577e0ce431f5af5","Yes","https://pdcdatastore.s3.amazonaws.com/raw-files/10/29/Glyco_FN01_N117T118_180min_C2_093013.raw?AWSAccessKeyId=AKIAQPWI5WIU5JVNO7OU&Expires=1724833901&Signature=YnwC0uNA7LNepA5%2B%2FzEs6jH5MHI%3D"
"254b0694-f1f8-11e9-9a07-0a80fada099c","Glyco_FN01_N119T120_180min_C1_093013.raw","NCC_N119T120_Glycoproteome_KU_20150109","Proteogenomics of Gastric Cancer - Glycoproteome","PDC000216","1","e386c6b6-693a-11ea-b1fd-0aad30af8a83","Human Early-Onset Gastric Cancer - Korea University","Raw Mass Spectra","Proprietary","Open","2709469174","39bd75b5297d26ac42eedc993de9df47","Yes","https://pdcdatastore.s3.amazonaws.com/raw-files/10/29/Glyco_FN01_N119T120_180min_C1_093013.raw?AWSAccessKeyId=AKIAQPWI5WIU5JVNO7OU&Expires=1724833901&Signature=1L7zGhN0hFotm6cISf%2BjHOVedr4%3D"
"254b0a05-f1f8-11e9-9a07-0a80fada099c","Glyco_FN01_N123T124_180min_C1_100613.raw","NCC_N123T124_Glycoproteome_KU_20150109","Proteogenomics of Gastric Cancer - Glycoproteome","PDC000216","1","e386c6b6-693a-11ea-b1fd-0aad30af8a83","Human Early-Onset Gastric Cancer - Korea University","Raw Mass Spectra","Proprietary","Open","3351987038","bf2f5a965e2d5c3900cbe3161d7e5bf4","Yes","https://pdcdatastore.s3.amazonaws.com/raw-files/10/29/Glyco_FN01_N123T124_180min_C1_100613.raw?AWSAccessKeyId=AKIAQPWI5WIU5JVNO7OU&Expires=1724833901&Signature=vwr05F30JyTewow%2Fj87EORjKha8%3D"
"254b0b31-f1f8-11e9-9a07-0a80fada099c","Glyco_FN01_N131T132_180min_C1_100913.raw","NCC_N131T132_Glycoproteome_KU_20150109","Proteogenomics of Gastric Cancer - Glycoproteome","PDC000216","1","e386c6b6-693a-11ea-b1fd-0aad30af8a83","Human Early-Onset Gastric Cancer - Korea University","Raw Mass Spectra","Proprietary","Open","2010177376","d354d4e7c9e9cba71b24b2863f192c0a","Yes","https://pdcdatastore.s3.amazonaws.com/raw-files/10/29/Glyco_FN01_N131T132_180min_C1_100913.raw?AWSAccessKeyId=AKIAQPWI5WIU5JVNO7OU&Expires=1724833901&Signature=Cgypx4mlUad8zhc5H%2Bmm9TiUS3Q%3D"
"254b0c16-f1f8-11e9-9a07-0a80fada099c","Glyco_FN01_N135T136_180min_C1_101213.raw","NCC_N135T136_Glycoproteome_KU_20150109","Proteogenomics of Gastric Cancer - Glycoproteome","PDC000216","1","e386c6b6-693a-11ea-b1fd-0aad30af8a83","Human Early-Onset Gastric Cancer - Korea University","Raw Mass Spectra","Proprietary","Open","1780663097","d112dd8ebef78f1b2820faff6346fae5","Yes","https://pdcdatastore.s3.amazonaws.com/raw-files/10/29/Glyco_FN01_N135T136_180min_C1_101213.raw?AWSAccessKeyId=AKIAQPWI5WIU5JVNO7OU&Expires=1724833901&Signature=KqVCD2ipwZ1hSEKjuVUNwwKMeXI%3D"
"254b0fab-f1f8-11e9-9a07-0a80fada099c","Glyco_FN01_N137T138_180min_C1_101513.raw","NCC_N137T138_Glycoproteome_KU_20150109","Proteogenomics of Gastric Cancer - Glycoproteome","PDC000216","1","e386c6b6-693a-11ea-b1fd-0aad30af8a83","Human Early-Onset Gastric Cancer - Korea University","Raw Mass Spectra","Proprietary","Open","2653013772","1afefdb4462ba1dfd9b0a3cec3a6cd65","Yes","https://pdcdatastore.s3.amazonaws.com/raw-files/10/29/Glyco_FN01_N137T138_180min_C1_101513.raw?AWSAccessKeyId=AKIAQPWI5WIU5JVNO7OU&Expires=1724833901&Signature=%2F6S3IbVdaD%2BtwauUHppr4kZH7ZY%3D"
"254b1092-f1f8-11e9-9a07-0a80fada099c","Glyco_FN01_N139T140_180min_C1_102013.raw","NCC_N139T140_Glycoproteome_KU_20150109","Proteogenomics of Gastric Cancer - Glycoproteome","PDC000216","1","e386c6b6-693a-11ea-b1fd-0aad30af8a83","Human Early-Onset Gastric Cancer - Korea University","Raw Mass Spectra","Proprietary","Open","1763529103","27146e8c803dbb84b1d17789df2885bd","Yes","https://pdcdatastore.s3.amazonaws.com/raw-files/10/29/Glyco_FN01_N139T140_180min_C1_102013.raw?AWSAccessKeyId=AKIAQPWI5WIU5JVNO7OU&Expires=1724833901&Signature=Zs8rTlXP2nr3Z3RHim9nBOgO7bw%3D"
"254b1429-f1f8-11e9-9a07-0a80fada099c","Glyco_FN01_N13T236_180min_C2_022515.raw","NCC_N13T236_Glycoproteome_KU_20161115","Proteogenomics of Gastric Cancer - Glycoproteome","PDC000216","1","e386c6b6-693a-11ea-b1fd-0aad30af8a83","Human Early-Onset Gastric Cancer - Korea University","Raw Mass Spectra","Proprietary","Open","1856735095","0d411894b686a2a63c7abe933909ff80","Yes","https://pdcdatastore.s3.amazonaws.com/raw-files/10/29/Glyco_FN01_N13T236_180min_C2_022515.raw?AWSAccessKeyId=AKIAQPWI5WIU5JVNO7OU&Expires=1724833901&Signature=KpVct2r8KUpOltbf%2FHkg80v5bXs%3D"
"254b1511-f1f8-11e9-9a07-0a80fada099c","Glyco_FN01_N143T144_180min_C2_102513.raw","NCC_N143T144_Glycoproteome_KU_20150109","Proteogenomics of Gastric Cancer - Glycoproteome","PDC000216","1","e386c6b6-693a-11ea-b1fd-0aad30af8a83","Human Early-Onset Gastric Cancer - Korea University","Raw Mass Spectra","Proprietary","Open","1799252803","1be6025b17a3e08106bc1b95b56aa74a","Yes","https://pdcdatastore.s3.amazonaws.com/raw-files/10/29/Glyco_FN01_N143T144_180min_C2_102513.raw?AWSAccessKeyId=AKIAQPWI5WIU5JVNO7OU&Expires=1724833901&Signature=7pwTOiVO00NJ1Bky0yIi2PtLMyg%3D"
"254b1967-f1f8-11e9-9a07-0a80fada099c","Glyco_FN01_N145T202_180min_C1_092814.raw","NCC_N145T202_Glycoproteome_KU_20161115","Proteogenomics of Gastric Cancer - Glycoproteome","PDC000216","1","e386c6b6-693a-11ea-b1fd-0aad30af8a83","Human Early-Onset Gastric Cancer - Korea University","Raw Mass Spectra","Proprietary","Open","2010256315","c1c4827d48925941eb5b5bfb1a19c43e","Yes","https://pdcdatastore.s3.amazonaws.com/raw-files/10/29/Glyco_FN01_N145T202_180min_C1_092814.raw?AWSAccessKeyId=AKIAQPWI5WIU5JVNO7OU&Expires=1724833901&Signature=Ict2NKGEcCqccXoGEhmYgG9%2Bh1s%3D"
